@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
2271,1187,1739,667,0,3278,1207,1640,451,0,2441,1317,1793,721,0,2624,1523,1758,891,0,3506,1580,2772,1107,0,2043,1291,1742,989,0,3048,968,3069,629,0,3122,1488,4733,3552,0,2867,611,1718,463,0,2952,989,2004,509,0,0.896,0.905,0.92,0.917,0.898,0.908,0.684,0.957,0.934,0.936,1.558,0.948,1.118,1.03,0.859,0.679,1.76,1.185,1.01,1.74,1.04,1.26,1.15,0.99,0.85,1.38,1.79,?,?,no,01/03/01/03@01/05/13/03
1608,1039,1105,509,0,2243,1093,1899,430,0,1601,1122,1381,559,0,2000,1375,2680,754,0,2391,1409,10080,1102,0,1468,1189,2598,1002,0,1948,1041,11309,844,0,1966,1121,4808,3549,0,1229,567,2958,417,0,1216,925,1808,455,0,0.798,0.933,0.877,0.897,0.873,0.728,0.919,0.976,0.885,0.774,0.679,0.488,0.277,0.088,0.082,0.081,0.242,0.16,0.95,0.78,0.58,0.32,0.1,0.17,0.08,0.67,0.26,?,?,no,10/03/01/01/11@14/07/05@14/10@14/13/01/01@16/01@16/19/03@42/04
3485,1216,2920,682,0,4811,1243,2908,458,0,2830,1264,1672,627,0,3802,1610,1937,834,0,4100,1458,2281,909,0,2792,1272,1882,950,0,3012,1193,1848,782,0,3916,1205,5047,3047,0,5918,546,2070,388,0,9749,1025,3148,452,0,0.939,0.928,0.952,0.923,0.957,0.923,0.965,0.944,0.94,0.923,1.372,1.457,1.877,1.881,1.615,1.689,3.076,3.141,1.01,1.45,1.49,1.98,1.92,1.63,1.7,1.35,3.19,?,?,no,01/07/01
12574,1593,14324,1061,0,7581,1161,11244,513,0,3675,1128,3913,542,0,4881,1498,3674,836,0,6968,1619,7395,1123,1,4799,1661,3850,1240,0,1705,1077,1156,676,0,1956,1192,3978,3067,0,5376,635,5707,488,0,5575,912,4760,400,0,0.948,0.947,0.962,0.958,0.971,0.958,0.845,0.946,0.953,0.801,0.566,0.727,1.149,0.733,1.163,1.033,0.831,0.986,0.82,0.59,0.75,1.19,0.85,1.2,1.3,0.83,0.9,?,?,yes,10/01/09/05@10/03/01/01/11@14/10@16/01@42/10/03@42/29@43/01/03/05
2576,1143,2006,647,0,3336,1255,2462,551,0,2409,1309,1760,775,0,3281,1510,2370,838,0,3655,1634,3212,1221,0,2271,1286,2065,1054,0,3692,1169,3194,908,0,7755,1485,9862,3934,0,1782,594,1578,449,0,2227,943,1802,557,0,0.825,0.923,0.913,0.962,0.939,0.906,0.934,0.942,0.957,0.753,1.074,0.979,1.168,0.939,0.976,0.985,1.011,0.999,1.05,1.08,1.11,1.15,1.01,0.97,1.1,1.05,1.05,1,?,no,02/13
1841,1226,1081,578,0,3964,1306,1621,505,0,2198,1343,1369,690,0,2359,1261,1510,638,0,6545,1647,4543,969,0,3113,1504,1958,975,0,2081,1126,1234,669,0,8005,1345,7278,3154,0,1799,662,869,436,0,2025,968,1015,521,0,0.807,0.931,0.89,0.811,0.941,0.888,0.897,0.949,0.897,0.926,2.113,1.109,0.979,1.289,1.421,1.519,2.436,1.857,1.22,2.38,1.25,1.25,1.37,1.63,1.69,1.61,2.62,?,?,no,01/01@01/05@01/20/31
4134,1668,3086,916,0,5304,1624,3460,772,0,3420,1871,2819,1070,0,5131,1988,3398,1160,0,5955,2166,3606,1418,0,5377,2009,3033,1524,0,2079,1353,1195,892,0,4639,1192,4671,2965,0,5680,663,7681,507,0,14801,930,5617,413,0,0.921,0.952,0.969,0.957,0.943,0.923,0.663,0.966,0.969,1.029,1.358,0.814,1.383,1.613,2.337,1.716,0.674,2.582,1.13,1.36,0.88,1.4,1.73,2.23,2.39,2.02,0.69,?,?,no,01/05@02/10@02/13@20/01/15
2684,1326,2168,832,0,3529,1236,2158,586,1,2502,1274,1587,767,0,2698,1506,1406,805,0,4889,2559,3370,1787,0,1872,1307,1543,1085,0,5184,1619,4804,1157,0,2630,1722,4886,3993,0,2690,650,1742,478,0,2091,1003,1360,577,0,0.807,0.519,0.886,0.899,0.862,0.813,0.956,0.964,0.911,0.857,1.348,1.432,1.791,1.374,1.061,0.943,1.585,1.262,1.01,1.45,1.49,1.98,1.47,1.23,0.97,1.01,1.61,?,?,no,20/09/07/03
3056,1134,2282,520,0,4908,1100,2885,392,0,2801,1276,1619,709,0,3367,1422,1934,756,0,3805,1375,2148,954,0,2175,1268,1370,894,0,2610,999,1736,671,0,6352,1653,5754,3379,0,6284,579,3406,419,0,5624,977,4067,454,0,0.883,0.945,0.94,0.947,0.93,0.828,0.969,0.964,0.977,0.961,1.446,1.584,1.641,1.944,1.624,1.434,1.877,1.269,1.09,1.52,1.67,1.65,2.03,1.9,1.51,1.97,1.9,?,?,no,14/04@20/01/10@20/03@20/09/04
3128,1352,2666,740,0,3355,2030,4839,1538,0,2967,1720,2693,1242,0,4552,2152,4956,1553,0,3334,1559,3237,1090,0,4097,1380,3614,1137,0,5587,1355,5081,1085,0,2785,1283,5269,3513,0,1727,429,2894,451,0,3285,1002,9625,473,0,0.967,0.8,0.808,0.783,0.904,0.973,0.959,0.937,0.929,0.958,0.316,0.664,0.524,0.758,1.096,1.065,0.488,0.234,0.92,0.4,0.85,0.7,0.82,1.09,1.05,0.85,0.53,?,?,no,14/04@14/13/01/01@20/09/01
2622,1404,1594,723,0,3312,1226,3613,560,0,2435,1159,1653,612,0,2428,1503,1364,744,0,6851,1901,4776,1240,0,2773,1598,1942,1117,0,2016,1114,1626,715,0,8268,1549,5577,3466,0,1391,558,1313,470,0,1532,767,1351,416,0,0.783,0.878,0.91,0.823,0.956,0.878,0.929,0.951,0.944,1.003,0.616,1.1,1.206,1.324,1.185,0.889,0.747,0.709,1.39,0.68,1.22,1.49,1.39,1.42,0.99,3.18,0.98,?,?,no,11/02/03/04
2847,1248,2066,600,0,4660,1100,2393,424,1,2223,1148,1515,615,0,2959,1423,1600,708,0,3186,1355,1936,852,0,2299,1397,1651,1094,0,2026,1060,1298,676,0,3756,1364,4843,3134,0,2197,518,1284,401,0,2498,910,1412,466,0,0.878,0.799,0.89,0.936,0.933,0.73,0.89,0.962,0.971,0.983,1.58,1.085,1.566,1.558,1.318,1.381,1.876,1.715,1.09,1.8,1.19,1.72,1.68,1.61,1.55,1.39,1.9,?,?,no,11/04/03/01@14/10
1693,1192,1023,516,0,2054,1085,1571,384,0,1650,1266,1122,736,0,1934,1340,1369,692,0,2096,1432,1844,929,0,1586,1278,1294,993,0,1403,1087,981,722,0,2056,1174,3736,3111,0,977,513,873,374,0,1320,943,954,403,0,0.818,0.894,0.788,0.906,0.867,0.416,0.771,0.951,0.852,0.837,0.709,0.606,0.725,0.592,0.351,0.852,0.869,0.556,0.98,0.81,0.99,0.87,0.72,1.02,1.22,1.41,0.92,?,?,no,10/01/03@16/19/03
2605,1306,1659,709,0,4951,1407,3295,717,0,2838,1231,1969,627,0,3408,1590,2169,850,0,7221,1567,5311,939,0,5190,1416,3210,915,0,3350,1079,2191,641,0,15550,1353,8433,3589,0,2936,592,1993,408,0,5465,1088,4175,624,0,0.857,0.889,0.937,0.894,0.935,0.898,0.931,0.968,0.955,1.156,1.222,1.127,1.195,1.218,1.449,1.362,1.407,1.145,1.36,1.37,1.19,1.37,1.29,1.64,1.46,2.93,1.47,?,?,no,10/03/01/01/11@20/09/14@42/04
2478,1183,2009,656,0,4729,1117,2707,415,0,2450,1524,2264,890,0,3376,1764,3256,1097,0,4044,1916,4321,1632,0,2105,1174,1750,873,0,5501,1424,4773,1164,0,5346,1405,6578,3999,0,6866,686,6696,502,0,5642,1048,5391,577,0,0.827,0.905,0.84,0.915,0.875,0.851,0.814,0.964,0.962,0.779,1.496,0.588,0.74,0.648,0.883,0.888,0.946,0.933,0.95,1.57,0.67,0.74,0.79,1.06,1.12,1.52,0.99,?,?,no,01/07/01@01/20/19/01
3771,1422,2875,748,0,8356,1542,4686,750,0,4981,1318,2652,633,0,5542,1720,2334,844,0,12591,2213,7216,1660,0,5915,1472,3499,1108,0,4724,1179,2361,700,0,14407,1449,12572,3302,0,3089,783,1505,522,0,3597,1035,1516,565,0,0.753,0.903,0.909,0.929,0.934,0.923,0.861,0.896,0.91,0.785,1.603,1.656,2.281,1.681,1.607,1.787,2.013,2.441,1.1,1.73,1.81,2.56,1.86,1.85,2.13,1.39,2.34,?,?,yes,11/04/03/01
2445,1353,2172,876,0,3362,1209,2626,571,0,2123,1297,2285,855,0,2372,1521,2546,901,0,3737,1804,5800,1416,0,1797,1307,1965,1047,0,3779,1243,7063,928,0,5065,1426,6519,3902,0,3406,619,6577,454,0,2610,1005,4929,528,0,0.88,0.946,0.883,0.918,0.938,0.851,0.939,0.951,0.939,0.75,0.978,0.49,0.455,0.413,0.401,0.412,0.428,0.344,0.84,1.04,0.57,0.51,0.44,0.53,0.41,1.39,0.45,?,?,no,01/03/16/01@11/02/03/04/03@11/04@34/11/03/07@41/01/01
5304,1699,3503,837,0,3885,1273,16071,747,0,4298,1189,8207,667,0,4093,1452,3891,904,0,15270,2514,19175,2495,0,11533,1698,10779,1197,0,6524,1237,5283,821,0,39431,1464,6772,3300,0,1655,588,1872,458,0,5206,959,2209,523,0,0.871,0.865,0.917,0.926,0.961,0.943,0.925,0.953,0.919,1.094,0.15,0.375,0.811,0.727,0.989,1.049,0.73,2.355,1.35,0.17,0.41,0.88,0.76,1.02,1.18,10.93,0.75,?,?,no,01/01/03/05/01@01/01/05/03@01/01/06/01@01/02@01/20
1682,1080,994,526,0,2295,1203,1380,532,0,1645,1054,991,568,0,2120,1451,1444,805,0,2252,1438,1861,966,0,1869,1379,1829,1231,0,1906,1156,1666,721,0,3234,1316,4558,3407,0,991,544,721,425,0,1342,906,889,462,0,0.762,0.914,0.918,0.91,0.832,0.796,0.942,0.912,0.885,0.949,1.178,1.224,0.974,0.731,0.665,0.871,1.449,0.891,1.28,1.28,1.39,1.04,0.9,0.81,0.79,1.66,1.51,?,?,no,12/04/01@12/07
1887,1356,1331,760,0,2398,1347,1127,494,0,1665,1237,1065,613,2,2003,1481,1500,753,0,2347,1632,2690,1092,0,1827,1334,1940,1140,0,1393,984,1454,651,0,3269,1716,4912,3482,0,1171,694,1286,470,0,1360,873,1202,454,0,0.718,0.881,0.796,0.756,0.752,0.57,0.873,0.671,0.869,0.369,1.409,0.855,0.477,0.331,0.676,0.445,0.435,0.533,0.92,1.66,0.94,0.69,0.44,0.61,0.5,1.08,0.58,?,?,no,10/01/09/05@11/02/03/04@32/01/09@42/10/03
4484,1280,3746,745,0,5633,1378,5020,517,0,5274,1269,3020,632,0,5549,1542,3218,784,0,12774,2094,5528,1430,0,2804,1694,2052,1488,0,3922,1027,1740,665,0,8958,1817,6165,3708,0,5459,650,3271,435,0,3203,915,2325,480,0,0.871,0.952,0.943,0.939,0.962,0.606,0.958,0.962,0.923,0.934,0.892,1.621,1.601,2.651,1.437,2.682,1.65,1.163,1.06,0.94,1.67,1.64,2.6,1.96,2.69,2.9,1.69,?,?,yes,01/05/03/03/04@01/05/25@10/03/03@18/02/01/01@32/01/03@40/01@42/01@42/04@43/01/03/05
4178,1190,4394,640,0,4823,1352,3802,790,0,3362,1508,2833,932,0,4770,1633,4336,1018,0,4480,1468,6039,1077,0,3496,1184,5374,901,0,5600,1229,9183,884,0,2967,1195,6322,3381,0,939,427,820,331,0,1784,949,1189,396,0,0.952,0.925,0.954,0.937,0.885,0.951,0.983,0.877,0.931,0.736,1.119,0.941,0.948,0.544,0.506,0.528,0.882,0.96,0.79,1.15,0.97,0.94,0.6,0.51,0.52,0.6,1.04,?,?,no,16/01@20/01/10@20/09/07/03@20/09/16@20/09/18@42/25
4296,1293,2937,672,0,5220,1098,3782,386,0,3298,1141,2226,574,0,4763,1867,3452,1053,0,6740,1709,7028,1270,0,4218,1481,3727,1204,0,3539,1140,2748,731,0,10377,1204,8383,3090,0,5702,616,6126,471,0,7491,928,6454,457,0,0.845,0.943,0.926,0.949,0.924,0.94,0.912,0.967,0.968,1.047,1.16,1.173,1.153,0.766,1.025,1.047,0.863,1.066,1.32,1.21,1.3,1.2,0.87,1.08,1.18,1.73,0.89,?,?,no,10/03/01@14/13/01
3232,1659,2277,874,0,2540,1315,1626,592,0,2216,1249,1747,705,0,2633,1662,1861,980,0,3006,1665,2163,1071,0,3073,1607,2090,1111,0,1384,1046,854,640,0,3325,1178,4416,3020,0,1440,604,1655,452,0,2752,858,3040,407,0,0.881,0.869,0.878,0.831,0.882,0.83,0.718,0.946,0.923,0.957,0.994,0.759,0.927,0.959,1.283,1.006,0.65,0.648,1.12,1.18,0.92,1.1,1.22,1.49,1.57,1.53,0.69,?,?,yes,11/04/01@11/04/03/01
2540,1154,1996,566,0,4144,1164,3065,452,0,2816,1454,2213,854,0,3421,1514,2637,831,0,3646,1370,3386,949,0,2537,1300,2322,982,0,3438,1086,3263,751,0,3767,1177,5698,3288,0,2438,455,2222,394,0,3464,911,2909,432,0,0.956,0.958,0.952,0.949,0.962,0.927,0.961,0.917,0.982,0.954,1.119,0.91,0.991,0.878,0.895,0.838,0.943,0.994,0.96,1.14,1,1.05,0.93,0.92,0.93,1.07,1.08,1,?,no,11/04/01
2120,1234,1497,668,0,2325,1330,1941,551,0,1935,1346,1440,755,0,2452,1462,1542,721,0,2367,1475,2000,1025,0,1760,1248,1412,918,0,2328,1139,2060,791,0,1963,1191,4028,3229,0,919,457,732,319,0,1945,899,1582,408,0,0.827,0.869,0.884,0.929,0.807,0.789,0.906,0.946,0.893,0.888,0.579,0.721,1.171,0.728,0.849,0.791,1.127,0.82,1.06,0.71,0.85,1.2,0.91,1.03,0.93,0.96,1.11,?,?,no,01/01@20/01/07@20/09/18
1490,1094,1000,590,0,1785,1042,849,365,0,1528,1126,890,607,0,1758,1371,1046,730,0,2166,1447,1481,962,0,1722,1357,1433,1111,0,1790,1171,1086,771,0,2549,1412,4230,3436,0,1306,564,1022,436,0,1424,819,1025,403,0,0.829,0.957,0.854,0.879,0.929,0.569,0.908,0.973,0.97,0.817,1.528,1.389,1.033,1.511,0.611,2.035,1.255,0.912,0.96,1.53,1.42,1.22,1.38,1.13,1.96,1.43,1.26,?,?,no,34/01/01/01
2184,1142,1424,626,0,2830,1184,2860,456,0,1922,1168,2126,646,0,2130,1373,6000,767,0,2683,1446,29456,1280,0,1564,1280,4666,1205,0,2042,1164,21542,2670,0,2235,1862,4690,3836,0,1707,590,4400,448,0,1393,941,1897,459,0,0.91,0.921,0.909,0.901,0.863,0.336,0.885,0.935,0.89,1.153,0.623,0.464,0.12,0.036,0.02,0.042,0.269,0.3,1.3,0.68,0.5,0.14,0.04,0.08,0.04,0.43,0.28,?,?,no,10/03/01@10/03/03@42/04/05@43/01/03/09
3073,1572,2099,912,0,4470,1918,3998,1078,0,2646,1464,2667,922,0,3429,1880,3488,1150,0,3893,1838,5459,1292,0,3347,1720,5307,1468,0,2252,1335,3256,978,0,7917,1026,3972,3042,0,3922,577,4195,433,0,7416,968,5934,503,0,0.906,0.914,0.917,0.946,0.924,0.944,0.849,0.939,0.956,1.128,0.789,0.588,0.612,0.463,0.395,0.366,0.83,1.15,1.26,0.87,0.67,0.66,0.49,0.42,0.4,7.4,0.88,?,?,no,20/01/09@20/03
2757,1292,2104,734,0,2823,1059,880,340,0,2790,1225,2852,676,1,2853,1447,1232,748,0,3111,1509,1343,896,0,2145,1304,1225,926,0,2077,1150,1020,766,0,3005,1352,3971,3172,0,2149,505,835,393,0,2895,961,841,409,0,0.916,0.889,0.759,0.944,0.869,0.557,0.656,0.884,0.922,0.995,2.996,0.337,3.079,3.755,1.76,2.586,3.447,4.602,1.06,3.26,0.71,2.9,3.58,2.81,3.64,2.06,3.71,?,?,no,01/04@01/07/01@16/19/03
4890,2226,3522,1453,0,4355,2125,2309,1072,0,3663,1774,2411,1092,0,4610,2761,2839,1476,0,5776,3890,4169,2668,0,5870,2087,5547,1669,0,1738,1155,1141,758,0,7494,1536,7023,3212,0,5815,3517,4853,2801,0,10294,4419,6751,2270,0,0.837,0.879,0.876,0.823,0.834,0.942,0.575,0.934,0.887,0.973,1.423,1.193,1.089,1.047,0.897,0.666,1.081,1.223,1.28,1.8,1.43,1.35,1.25,0.97,1.52,1.56,1.11,2,?,no,01/04@10/03/01/01/03@14/07/03@30/01/05/01@43/01/03/05
1931,1283,1298,669,0,2122,1376,1053,600,0,1993,1359,1625,806,0,2310,1406,1766,730,0,2479,1542,1859,951,0,1958,1335,1551,1018,0,2231,1243,2170,946,0,2719,1152,4089,3207,0,696,397,834,308,0,1647,1003,1242,477,0,0.86,0.843,0.837,0.923,0.859,0.866,0.918,0.895,0.926,0.907,1.35,0.525,0.77,0.924,1.004,0.734,0.473,0.784,1.03,1.64,0.77,0.87,1.03,1.16,0.8,1.77,0.56,?,?,no,30/05@32/01@34/11/03/13@43/01/03/05
