@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3422,2419,1841,1167,0,3278,2329,2122,1233,0,2440,1508,2403,1145,0,1981,1226,1469,772,0,2717,1731,2030,1070,0,3258,2219,6570,1425,0,1615,942,5706,704,0,1.49,1.07,0.74,1.08,1.03,0.2,0.13,0.67,0.93,1.35,0.93,0.97,5,7.69,1003,949,932,755,986,1039,673,674,889,1258,697,960,5145,5002,01/05@02/11@02/13@02/16/03@42/16
4019,2503,2307,1132,0,3316,2247,2199,1387,0,2648,1717,2545,1314,0,3205,1597,4568,1192,0,3889,1957,4575,1091,0,3717,2484,9709,2264,0,2273,1018,4213,792,0,1.29,1.32,0.76,0.48,0.55,0.17,0.37,0.78,0.76,1.32,2.08,1.82,5.88,2.7,1516,1069,931,1608,1932,1233,1255,1175,812,1231,3376,3484,7445,3421,01/06
5353,2631,3460,1218,0,4549,2294,3356,1260,0,2879,1364,2431,985,0,3744,1252,2378,794,0,3902,1734,2455,970,0,5757,2090,4149,1154,0,2569,948,1904,648,0,1.21,1.08,1.05,1.57,1.46,1.22,1.29,0.83,0.93,0.95,0.64,0.68,0.82,0.78,2722,2255,1515,2492,2168,3667,1621,2242,2096,1446,1584,1485,2995,1256,20/01/01/01@20/01/01/07@20/09/18
5754,2656,3920,1292,0,3937,2272,2635,1228,0,3864,1415,3893,1065,0,3609,1322,2820,819,0,3373,1575,2286,946,0,5244,2341,4285,1279,0,3060,1046,2143,717,0,1.18,1.18,0.87,1.14,1.34,0.97,1.41,0.85,0.85,1.15,0.88,0.75,1.03,0.71,3098,1665,2449,2287,1798,2903,2014,2628,1407,2828,2001,1340,3006,1426,14/07/07@18/02/01
3970,1818,2885,944,0,3845,2184,2913,1150,0,2006,1160,1892,757,0,2310,1011,1945,682,0,2984,1287,3227,1206,0,3981,2080,4968,1425,0,2285,772,1982,553,0,1.11,0.94,0.75,1.03,0.84,0.54,1.06,0.9,1.06,1.33,0.97,1.19,1.85,0.94,2152,1661,846,1299,1697,1901,1513,1941,1763,1135,1263,2021,3543,1429,01/04@01/05@32/01
4561,2347,2883,1057,0,3919,2290,2526,1266,0,3062,1503,2581,1046,0,3194,1216,2337,772,0,4058,1962,3058,1225,0,3472,2109,3116,1303,0,2421,1100,2098,922,0,1.21,1.29,1.02,1.26,1.14,0.75,1.12,0.83,0.78,0.98,0.79,0.88,1.33,0.89,2214,1629,1559,1978,2096,1363,1321,1826,1260,1535,1565,1833,1813,1176,11/02/03/01@11/02/03/04
9997,1901,8242,975,0,10004,2520,8414,1607,0,6899,1342,7506,999,0,6877,1217,7161,853,0,5980,1726,6541,1578,0,7326,2252,6121,1726,0,5327,853,4334,679,0,1.11,1.1,0.85,0.9,0.86,1.15,1.22,0.9,0.91,1.18,1.11,1.16,0.87,0.82,8096,7484,5557,5660,4254,5074,4474,7267,6807,6507,6308,4963,4395,3655,02/13@20/01/15@42/16
4917,2266,4261,1250,0,5139,2796,4081,1707,0,4443,1577,3231,1191,0,3306,1283,2092,897,0,3625,1538,2371,1196,0,3542,2279,2383,1657,0,3038,1037,1581,735,0,0.88,0.99,1.4,1.69,1.78,1.74,2.37,1.14,1.01,0.71,0.59,0.56,0.57,0.42,2651,2343,2866,2023,2087,1263,2001,3011,2374,2040,1195,1175,726,846,10/01/02@10/01/03/03@10/03/01@16/19/03
5312,2501,3897,1158,0,5625,2747,5846,1804,0,7008,1857,8658,1526,0,7744,1634,8890,1264,0,6444,1865,5305,1006,0,7516,2729,10826,2487,0,6341,1178,6912,936,0,1.03,0.71,0.72,0.8,1.07,0.57,0.86,0.97,1.41,1.39,1.25,0.93,1.75,1.16,2811,2878,5151,6110,4579,4787,5163,2739,4042,7132,7626,4299,8339,5976,01/05@42/01
4265,1836,3053,981,0,4165,1986,3018,1054,0,2315,1152,1904,827,0,2414,1031,1633,714,0,3519,1186,3181,1205,0,4340,1978,3530,1428,0,2037,789,1365,606,0,1.17,1.11,1.08,1.5,1.18,1.12,1.64,0.85,0.9,0.93,0.67,0.85,0.89,0.61,2429,2179,1163,1383,2333,2362,1248,2072,1964,1077,919,1976,2102,759,10/03/01@14/01@16/01@42/04
17904,2145,19523,1233,0,22329,2606,24038,1612,0,11362,1421,11467,1082,0,14098,1211,12503,835,0,13425,1536,10822,1177,0,12138,2119,4954,1412,0,15113,983,4008,695,0,0.86,0.88,0.96,1.1,1.23,2.83,4.27,1.16,1.14,1.04,0.91,0.81,0.35,0.23,15759,19723,9941,12887,11889,10019,14130,18290,22426,10385,11668,9645,3542,3313,12/01/01@16/03/03
9205,2648,7943,1230,0,4952,2140,3923,1140,0,4857,1286,5823,923,0,9938,1407,10520,1098,0,13315,1811,16101,1104,0,8632,2214,8732,1558,0,3950,1098,1964,780,0,0.98,1.01,0.73,0.91,0.77,0.89,2.41,1.02,0.99,1.37,1.1,1.3,1.12,0.41,6557,2812,3571,8531,11504,6418,2852,6713,2783,4900,9422,14997,7174,1184,01/05@14/07/02/02@42/01
24368,2809,24749,1344,0,24576,2804,24664,2104,0,22463,1924,22777,1548,0,30132,1757,29470,1373,0,16896,1639,14863,897,0,21761,2796,22019,2873,0,27819,1250,24951,997,0,0.92,0.97,0.97,1.01,1.09,0.99,1.11,1.09,1.03,1.03,0.99,0.92,1.01,0.9,21559,21772,20539,28375,15257,18965,26569,23405,22560,21229,28097,13966,19146,23954,01/04@14/01@14/04@16/01@16/19/03@20/09/01@20/09/05@32/01/07
5545,2367,4291,1156,0,6260,2537,5471,1362,0,4734,1495,5274,1048,0,4428,1266,4485,818,0,5458,1883,4835,1168,0,4536,2235,3349,1470,0,3659,1208,2627,888,0,1.01,0.91,0.77,0.86,0.97,1.22,1.41,0.99,1.1,1.3,1.16,1.03,0.82,0.71,3178,3723,3239,3162,3575,2301,2451,3135,4109,4226,3667,3667,1879,1739,01/05/13/01@01/06/02/01@01/20/01/07@14/07/01
6591,2691,5526,1213,0,4963,2568,3850,1518,0,6464,1674,6333,1272,0,7348,1485,5048,1011,0,4843,1755,2447,1070,0,6451,2450,8451,1598,0,4582,1104,6017,783,0,0.9,1.03,0.95,1.45,2.24,0.58,0.66,1.11,0.97,1.05,0.69,0.45,1.72,1.52,3900,2395,4790,5863,3088,4001,3478,4313,2332,5061,4037,1377,6853,5234,01/01/06/04/02@01/01/09/02/02
3643,1897,2843,1011,0,4819,2178,4206,1166,0,2839,1215,2934,868,0,3042,1038,2537,681,0,3518,1682,3005,1239,0,3299,2028,2630,1291,0,2339,924,1748,683,0,0.95,0.87,0.79,1.08,1.04,0.95,1.33,1.05,1.15,1.27,0.93,0.96,1.05,0.75,1746,2641,1624,2004,1836,1271,1415,1832,3040,2066,1856,1766,1339,1065,14/04@20/09/01
3844,2318,2940,1307,0,4066,2600,3129,1667,0,3381,1786,3855,1434,0,2776,1295,2634,961,0,3000,1604,3185,1236,0,3285,2338,3477,1712,0,2336,1025,2834,739,0,0.93,1,0.66,0.89,0.72,0.54,0.63,1.08,1,1.52,1.12,1.39,1.85,1.59,1526,1466,1595,1481,1396,947,1311,1633,1462,2421,1673,1949,1765,2095,01/06@01/07/01
3373,2028,2209,966,0,4410,2416,3211,1312,0,2431,1332,2225,873,0,2434,1143,1912,714,0,2955,1508,2580,1128,0,3417,2100,3150,1417,0,2220,928,2126,705,0,1.08,1.05,0.81,1.08,1,0.76,0.91,0.93,0.95,1.23,0.93,1,1.32,1.1,1345,1994,1099,1291,1447,1317,1292,1243,1899,1352,1198,1452,1733,1421,01/07/01
23468,2418,27415,1284,0,16767,2702,17861,1617,0,28138,2387,32964,1870,0,27488,2801,28031,2650,0,10338,1699,9016,1111,0,18732,2710,21476,2007,0,17119,1682,14889,1902,0,0.81,0.87,0.83,0.97,1.09,0.82,1.19,1.23,1.15,1.2,1.03,0.92,1.22,0.84,21050,14065,25751,24687,8639,16022,15437,26131,16244,31094,25381,7905,19469,12987,20/01/10@32/01@42/01
3617,1768,2375,946,0,3031,1968,2050,1066,0,1829,1107,1502,772,0,1839,989,1459,701,0,3721,1256,3938,1211,0,4895,2028,4934,1480,0,1555,799,1542,634,0,1.29,1.08,0.99,1.12,0.9,0.83,0.83,0.78,0.93,1.01,0.89,1.11,1.2,1.2,1849,1063,722,850,2465,2867,756,1429,984,730,758,2727,3454,908,10/03/04/05@10/03/05/01@42/04/05
6082,2419,5175,1260,0,6013,3018,5078,1929,0,6735,2251,7628,1746,0,3590,1518,4425,1050,0,4474,1641,8122,1239,0,5084,2557,5401,1889,0,3170,1126,2162,751,0,0.94,0.95,0.76,0.61,0.41,0.72,1.45,1.06,1.05,1.32,1.64,2.44,1.39,0.69,3663,2995,4484,2072,2833,2527,2044,3915,3149,5882,3375,6883,3512,1411,01/01/09/01/02@01/05/05/07@01/07
4406,2180,3230,1041,0,4892,2583,3701,1374,0,2787,1386,2505,965,0,3181,1194,2417,742,0,3788,1686,2880,1015,0,4105,2270,3387,1518,0,2392,942,1705,661,0,1.02,0.99,0.91,1.19,1.13,0.98,1.39,0.98,1.01,1.1,0.84,0.88,1.02,0.72,2226,2309,1401,1987,2102,1835,1450,2189,2327,1540,1675,1865,1869,1044,32/01
4352,2329,2861,1122,0,4437,2515,2869,1378,0,2988,1458,1909,998,0,2841,1274,1783,781,0,5971,2358,5813,2162,0,3674,2187,2658,1391,0,2311,1212,1856,864,0,1.16,1.29,1.68,1.56,0.99,1.17,1.11,0.86,0.78,0.6,0.64,1.01,0.85,0.9,2023,1922,1530,1567,3613,1487,1099,1739,1491,911,1002,3651,1267,992,10/01/03@10/01/05@10/03/02@10/03/04@16/03/01
4028,2211,2808,1137,0,5157,2814,5565,1704,0,4100,1772,3812,1477,0,3359,1384,2606,1066,0,2726,1489,1979,1035,0,4198,2508,4765,2168,0,3214,1006,2696,784,0,1.09,0.61,1,1.28,1.31,0.65,1.15,0.92,1.64,1,0.78,0.76,1.54,0.87,1817,2343,2328,1975,1237,1690,2208,1671,3861,2335,1540,944,2597,1912,20/01/15@32/01/01@32/07
2540,1584,1505,824,0,2770,1768,1911,956,0,1494,1012,1176,679,0,1351,866,975,591,0,3363,1479,3309,1260,0,3439,2057,17503,1556,0,2255,731,22046,612,0,1.4,1.05,0.97,1.26,0.92,0.09,0.07,0.71,0.95,1.03,0.79,1.09,11.11,14.29,956,1002,482,485,1884,1382,1524,681,955,497,384,2049,15947,21434,20/01/03/03
6315,2563,4659,1186,0,3991,2202,2998,1157,0,4257,1389,5687,960,0,3878,1305,5949,855,0,5032,1686,9398,1115,0,5334,2246,15656,1372,0,3280,1091,8490,1404,0,1.08,0.97,0.61,0.51,0.4,0.22,0.31,0.93,1.03,1.64,1.96,2.5,4.55,3.23,3752,1789,2868,2573,3346,3088,2189,3473,1841,4727,5094,8283,14284,7086,01/06/02/01
5391,2167,4214,990,0,7178,2377,5790,1307,0,5158,1302,4493,905,0,4250,1097,3720,654,0,6154,1723,5753,1080,0,4803,2037,4150,1200,0,3422,907,2000,606,0,1,1.07,1.07,1.03,0.95,0.94,1.8,1,0.93,0.93,0.97,1.05,1.06,0.56,3224,4801,3856,3153,4431,2766,2515,3224,4483,3588,3066,4673,2950,1394,01/04@14/04@16/19/03@20/09/07/05@20/09/13@42/08@42/25
5540,1831,4698,939,0,5290,2267,4341,1303,0,3224,1264,2879,881,0,3524,1097,2228,747,0,4309,1549,3041,1505,0,5452,2185,3408,1648,0,3064,831,1657,626,0,0.99,1,0.98,1.64,1.8,1.86,2.17,1.01,1,1.02,0.61,0.56,0.54,0.46,3709,3023,1960,2427,2760,3267,2233,3759,3038,1998,1481,1536,1760,1031,11/02/01@11/02/02@16/03/01
4695,2312,3398,1133,0,4224,2689,3060,1625,0,4303,1703,4597,1341,0,4151,1534,3570,1100,0,2846,1472,2208,1064,0,4241,2381,4532,1606,0,2961,1254,2631,850,0,1.05,1.07,0.8,1.06,1.2,0.64,0.96,0.95,0.93,1.25,0.94,0.83,1.56,1.04,2383,1535,2600,2617,1374,1860,1707,2265,1435,3256,2470,1144,2926,1781,01/07/01
4091,2690,2253,1403,0,3974,2892,2439,1839,0,3048,1962,2634,1461,0,2821,1660,1910,1184,0,2749,1770,1690,1072,0,4428,3054,3908,2089,0,2320,1362,1805,988,0,1.65,1.8,0.93,1.6,1.58,0.76,1.17,0.61,0.56,1.08,0.63,0.63,1.32,0.85,1401,1082,1086,1161,979,1374,958,850,600,1173,726,618,1819,817,14/10@14/13@16/01@16/19/03@32/01/07
24694,2854,29845,1703,0,15608,2695,15765,1618,0,14013,1753,18290,1375,0,18882,1872,19008,1541,0,17677,1786,17004,1227,0,24089,3115,10097,1982,0,17923,2046,3768,938,0,0.78,0.91,0.72,0.97,1.01,2.58,5.61,1.28,1.1,1.39,1.03,0.99,0.39,0.18,21840,12913,12260,17010,15891,20974,15877,28142,14147,16915,17467,15777,8115,2830,12/01/01
3997,1739,2976,901,0,4850,1842,3824,1166,0,3191,1147,2583,927,0,3107,1485,2269,1054,0,4647,1658,4273,1677,0,3777,1978,3515,1500,0,2989,786,2303,615,0,1.09,1.13,1.23,1.33,1.15,0.89,1.31,0.92,0.88,0.81,0.75,0.87,1.12,0.76,2258,3008,2044,1622,2989,1799,2203,2075,2658,1656,1215,2596,2015,1688,01/03/04/01
3773,2373,2678,1274,0,4277,2800,3249,1804,0,3709,1601,4131,1280,0,2612,1303,2306,960,0,2710,1512,2905,1027,0,3423,2378,3313,1649,0,2583,1112,8977,840,0,1,1.02,0.74,0.97,0.64,0.63,0.18,1,0.98,1.35,1.03,1.56,1.59,5.56,1400,1477,2108,1309,1198,1045,1471,1404,1445,2851,1346,1878,1664,8137,20/01/07
3990,1835,3326,951,0,4043,2177,3350,1318,0,2849,1334,2776,958,0,2554,1009,2240,660,0,3351,1298,3255,1199,0,3918,2116,4486,1720,0,2195,820,2344,649,0,0.91,0.92,0.83,0.98,1,0.65,0.81,1.1,1.09,1.2,1.02,1,1.54,1.23,2155,1866,1515,1545,2053,1802,1375,2375,2032,1818,1580,2056,2766,1695,11/04/03/01@16/03/03
4317,2573,2578,1209,0,3671,2259,2450,1263,0,2792,1362,2602,998,0,3455,1271,2389,780,0,3276,1825,2093,1080,0,4816,2296,4203,1330,0,3080,1360,2608,1022,0,1.27,1.19,0.89,1.36,1.43,0.88,1.08,0.79,0.84,1.12,0.74,0.7,1.14,0.93,1744,1412,1430,2184,1451,2520,1720,1369,1187,1604,1609,1013,2873,1586,11/02/03/01/04
5068,1937,4304,1002,0,5301,2447,4435,1457,0,3306,1304,3078,932,0,3397,1197,2047,817,0,4385,1666,2734,1395,0,4255,2228,2424,1566,0,3497,918,1406,684,0,0.95,0.96,0.93,1.79,2.03,2.36,3.57,1.05,1.04,1.08,0.56,0.49,0.42,0.28,3131,2854,2002,2200,2719,2027,2579,3302,2978,2146,1230,1339,858,722,01/01@14/07/09
10814,1822,12390,942,0,8661,2116,10327,1282,0,8816,1385,9303,1023,0,9794,1165,6541,783,0,11430,1695,8113,1424,0,14329,2218,5693,1596,0,6582,798,2955,624,0,0.79,0.72,0.9,1.5,1.46,2.96,2.48,1.27,1.39,1.11,0.67,0.68,0.34,0.4,8992,6545,7431,8629,9735,12111,5784,11448,9045,8280,5758,6689,4097,2331,01/01/11/02/01@01/01/11/03/01
2753,1720,1841,904,0,3140,2084,2070,1123,0,1672,1121,1260,763,0,1598,977,1159,663,0,2648,1376,2381,1240,0,3106,2072,3053,1407,0,1432,798,1292,607,0,1.1,1.12,1.11,1.25,1.11,0.63,0.93,0.91,0.89,0.9,0.8,0.9,1.59,1.08,1033,1056,551,621,1272,1034,634,937,947,497,496,1141,1646,685,11/04/01@11/04/03/01
7216,1894,5640,993,0,7131,2404,5570,1414,0,4535,1381,4595,1019,0,4696,1166,4814,847,0,4956,1352,5770,1188,0,5853,2234,8480,1572,0,4228,906,8305,694,0,1.15,1.14,0.88,0.89,0.79,0.52,0.44,0.87,0.88,1.14,1.12,1.27,1.92,2.27,5322,4727,3154,3530,3604,3619,3322,4647,4156,3576,3967,4582,6908,7611,02/11@02/13/03@14/10@20/01/15
3593,1838,2420,854,0,4789,2153,3456,1047,0,2490,1089,2335,722,0,2453,978,1993,598,0,3123,1435,2894,1181,0,3628,1993,3355,1180,0,2157,792,1718,551,0,1.12,1.09,0.87,1.06,0.99,0.75,1.17,0.89,0.92,1.15,0.94,1.01,1.33,0.85,1755,2636,1401,1475,1688,1635,1365,1566,2409,1613,1395,1713,2175,1167,11/04/03/01
3717,2084,2899,1049,0,3847,2408,3108,1402,0,3297,1506,2875,1137,0,2441,1150,1781,792,0,2622,1482,1927,1243,0,3024,2251,2968,1629,0,2067,927,1911,670,0,0.88,0.84,1.03,1.31,1.67,0.58,0.92,1.14,1.19,0.97,0.76,0.6,1.72,1.09,1633,1439,1791,1291,1140,773,1140,1850,1706,1738,989,684,1339,1241,11/04/03/01@20/01/01/01/01@20/03@20/09/04
11140,2746,9999,1450,0,8486,2583,7807,1549,0,13001,1744,12494,1293,0,11932,1814,7387,1124,0,9275,1697,4642,1124,0,11084,2642,4586,1616,0,12178,1402,4182,992,0,0.98,0.94,1,1.62,2.15,2.84,3.38,1.02,1.06,1,0.62,0.47,0.35,0.3,8394,5903,11257,10118,7578,8442,10776,8549,6258,11201,6263,3518,2970,3190,01/01/06/04/02@01/01/09/01/01@01/20/19
2777,1758,1792,897,0,3830,2078,2642,1064,0,1753,1113,1395,743,0,1728,977,1559,655,0,2674,1332,3144,1187,0,3112,2028,14500,1432,0,1887,772,7994,596,0,1.14,1.11,0.98,0.83,0.69,0.08,0.15,0.88,0.9,1.02,1.2,1.45,12.5,6.67,1019,1752,640,751,1342,1084,1115,895,1578,652,904,1957,13068,7398,32/01/01@32/07/07/05
5758,1806,4650,933,0,4410,2048,3734,1115,0,3027,1171,2910,858,0,3235,1033,2673,737,0,5908,1354,6319,1254,0,7160,2180,8154,1696,0,2991,881,2870,697,0,1.06,0.9,0.9,1.14,0.9,0.77,0.97,0.94,1.11,1.11,0.88,1.11,1.3,1.03,3952,2362,1856,2202,4554,4980,2110,3717,2619,2052,1936,5065,6458,2173,12/01/01@42/16
