@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point2%_MMS___45_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_5_min                                              numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_30_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_60_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___60_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___60_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460_vs_DES460_YPD_log_phase_control                           numeric
@ATTRIBUTE DES459_mec1___log_phase_IR_time_=_0_sample                       numeric
@ATTRIBUTE DES459_mec1___log_phase_MMS_time_=_0_sample                      numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE pRS_ROX1_GAL_media                                               numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
-0.211,0.287,0.345,0.596,0.373,?,0.434,-0.658,-0.363,0.081,0.006,-0.2,0,-0.218,-0.061,0.327,0,0.909,0.82,0.657,0.331,0.819,0.819,0.448,0.804,0.169,-0.07,-0.627,-0.494,0.298,-0.048,-0.43,-0.414,-0.285,-0.131,0.058,-0.367,0.899,-0.381,-0.087,-0.839,0.014,-0.455,0.2,?,-1.082,-0.062,0.276,-0.18,?,0.835,-0.184,20/03
-0.234,-0.039,-0.469,-0.569,-0.687,-0.714,-0.684,0.589,0.129,-0.27,-0.098,-0.106,-0.187,0.542,-0.32,-0.285,-0.295,-0.307,-0.334,-0.459,-0.636,-0.411,-0.084,-0.087,0.338,-0.309,-0.174,-0.378,0.07,-0.22,-0.49,-0.193,-0.285,0.25,0.517,0.448,0.406,-0.73,-0.744,-0.046,-1.083,-2.174,-2.069,0.38,-0.48,-0.05,-0.003,0.188,0.171,0.112,0.978,-0.086,12/01/01
?,-0.622,-0.461,-0.374,-0.466,-0.495,-0.614,0.191,0.049,-0.053,-0.26,-0.262,-0.134,-0.395,-0.037,?,-0.269,-0.671,-0.303,-0.384,-0.148,-0.249,-0.158,-0.374,-0.361,-0.174,-0.224,-0.425,-0.267,-0.121,0.248,0.058,0.062,0.101,0.09,0.135,0.068,-0.322,-0.118,-0.007,-0.289,-0.277,-0.296,?,?,-1.438,-0.111,0.134,0.048,-0.158,0.093,-0.736,10/03/01/01/05@10/03/01/01/09@18/02/01
-0.057,-0.1,-0.05,-0.14,-0.33,-0.4,-0.45,0.356,0.17,0.3,0.33,0.4,0.23,0.07,0.038,-0.158,0.026,-0.66,-0.33,-0.48,-0.5,-0.59,-0.59,-0.44,-0.39,-0.455,0.261,0.367,0.202,-0.27,-0.112,?,-0.03,-0.18,0.001,-0.18,-0.24,0.43,0.476,0.171,0.17,0,-0.15,-0.43,0.116,?,-0.2,0.209,0.056,-0.065,-0.16,-0.899,10/01/03/03@10/01/09/05@11/02/03/04@34/11/03/07
-0.12,-0.573,-0.728,-0.514,-0.525,-0.567,-0.563,-0.18,-0.142,0.041,-0.162,-0.327,0.05,-0.174,-0.45,0.05,-0.39,-1.237,-0.834,-0.521,-0.447,0.123,-0.11,-0.587,-0.661,-0.449,-0.316,-0.636,-0.503,-1.349,-0.195,0.553,0.59,-0.065,0.112,-0.08,0.087,-0.582,0.049,0.201,-0.38,-1.091,-0.135,-0.057,0.034,0.073,-0.062,0.17,-0.235,0.367,0.575,-0.043,01/20/31@14/01@14/07/09
-0.172,-0.371,-0.208,-0.187,-0.18,-0.361,-0.209,-0.054,-0.077,0.011,-0.142,-0.26,0.173,-0.061,-0.358,-0.29,-0.184,-0.517,-0.512,-0.609,-0.277,-0.268,-0.003,-0.73,1.344,0.004,0.12,0.525,-0.422,0.711,0.096,-0.009,0.11,0.026,0.01,-0.076,-0.054,0.467,-0.38,0.338,-0.177,-0.551,-0.267,-0.31,-0.96,-0.549,-0.098,0.062,0.23,0.092,-0.234,0.133,40/01@42/04@43/01/03/05@43/01/03/09
0.063,0.078,0.062,0.089,0.205,0.024,?,0.239,0.04,0.609,0.235,0.073,-0.026,?,0.13,-0.044,0.011,0.28,0.041,0.126,0.283,0.144,-0.208,-0.112,-0.079,-0.147,-0.253,-0.636,-0.188,0.431,0.354,0.328,0.268,0.198,0.257,0.365,0.583,-0.418,-0.749,-0.619,-0.14,-0.009,0.3,0.06,0.216,0.211,0.772,-0.405,-0.1,-0.69,0.167,0.164,10/03/05/03@20/09/14@42/04/03@42/04/05
-0.33,0.35,0.41,0.25,0.29,-0.06,0.05,-0.487,-0.38,0.09,-0.1,-0.36,-0.05,-0.15,-0.244,0.078,-0.069,0.345,0.338,0.436,0.334,0.278,-0.175,0.106,0.099,0.215,0.397,0.316,-0.138,0.011,-0.016,0.037,-0.178,-0.422,-0.419,0.129,0.095,0.849,0.56,-0.24,-1.18,-0.7,-0.05,-0.437,?,-1.098,0.165,0.239,0.338,?,-0.302,-0.184,01/05@02/01@02/16
-0.024,-0.239,-0.065,0.036,0.113,0.188,0.05,0.18,0.022,0.166,0.038,-0.083,0.083,-0.042,0.303,0.462,0.445,-0.137,-0.06,-0.174,-0.149,-0.164,-0.177,-0.385,-0.205,-0.331,-0.438,-0.977,-0.553,0.289,-0.009,-0.043,0.026,0.154,-0.257,0.085,-0.097,-0.797,-0.707,-0.664,-0.39,-0.045,-0.285,0.285,-0.29,-0.771,-0.072,0.077,-0.167,-0.603,-0.166,-0.157,14/07/05@14/07/07@14/10@14/13/01/01@16/01
-0.061,-0.372,0.396,0.275,0.17,?,-0.493,0.281,?,-0.087,?,0.179,0.023,-0.802,0.204,-0.028,0.152,?,?,?,?,?,-0.306,?,0.257,0.112,?,?,0.714,?,?,?,?,?,?,?,?,?,?,-0.008,?,-0.541,0.939,0.05,?,?,-1.222,-0.376,0.2,0.17,0.553,0.633,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05@43/01/03/09
0.083,-0.243,0.224,-0.064,-0.074,-0.242,-0.11,0.261,0.014,0.102,0.14,-0.044,-0.094,-0.093,0.142,0.027,0,-0.478,0.096,0.075,0.14,0.511,0.121,-0.629,-0.429,-0.005,-0.796,-1.293,-0.777,0.174,0.033,-0.162,0.167,-0.314,-0.243,-0.192,0.136,-1.766,-0.78,-0.967,1.351,1.63,0.862,0.21,0.353,1.062,0.663,-0.6,-0.289,-0.981,-0.21,-0.51,01/05
-0.06,-0.18,-0.28,-0.31,-0.36,-0.3,-0.04,0.19,-0.1,-0.33,-0.15,-0.3,-0.22,-0.13,-0.24,-0.16,-0.22,-0.08,0.02,-0.487,-0.5,-0.33,-0.54,-0.29,-0.38,-0.04,0.1,-0.55,-0.45,0.06,-0.25,-0.22,-0.28,-0.67,-0.47,-0.29,-0.06,-0.15,-0.62,-0.56,-0.39,-0.72,-0.5,0.005,-0.39,-0.57,-0.05,0.08,0.13,-0.38,0.23,-1.24,01/02@01/03/04
0.19,0.166,0.392,0.505,0.544,0.403,0.333,-0.02,0.238,-0.927,0.438,0.449,0.299,0.135,0.533,0.482,0.428,?,0.363,0.124,0.149,-0.307,-0.003,0.037,-0.374,0.273,0.345,0.023,0.253,0.34,0.263,-0.015,0.098,0.106,-0.086,-0.091,-0.189,0.296,-0.073,-0.084,0.512,0.675,0.345,0.339,-0.297,?,-0.112,0.272,0.418,-0.082,0.091,?,20/01/01/01@20/09/04@34/01/01/01
-0.028,-0.179,-0.114,-0.156,-0.204,-0.323,-0.373,0.109,-0.03,0.072,0.22,-0.03,0.072,0.075,0.044,0.088,-0.152,-0.215,-0.2,-0.107,0.086,0.237,0.166,-0.009,-0.052,-0.543,-0.288,-0.615,-0.498,-1.001,-1.063,-0.809,-0.405,-0.394,-0.239,-0.608,-0.456,-0.878,-0.495,-0.404,0.12,-0.423,-0.404,0.064,0.162,0.206,-0.012,0.139,?,-0.382,0.081,-0.341,20/01/01/01/01@32/07@34/01/01/01
-0.585,-0.175,-0.297,-0.303,0.131,-0.033,-0.079,-0.317,-0.734,-0.503,-0.631,-0.661,-0.45,-0.559,-0.819,-0.064,-0.305,0.54,0.136,0,0.028,-0.136,0.804,?,0.455,0.47,0.848,2.104,0.205,-0.009,0.598,-0.139,?,?,0.172,?,0.429,-0.28,?,0.314,?,-0.573,-0.536,?,0.341,?,-0.386,-0.063,-0.313,0.5,0.678,0.988,01/05/05/07@01/07@02/16
-0.037,-0.181,0.205,0.182,0.265,0.561,0.379,-0.081,-0.073,0.038,0.062,0.041,0.059,0.179,0.11,0.492,0.729,0.988,?,-0.02,-0.047,-0.067,-0.232,-0.153,0,0.019,-0.176,-0.736,-0.253,0.085,-0.48,-0.667,-0.672,-0.665,-0.496,-0.362,-0.012,0.188,-0.67,-0.267,-0.224,-0.146,0.021,-0.345,-0.134,0.533,0.272,0.251,-0.282,-0.336,-0.023,0.127,32/01
0.238,0.356,0.383,0.614,0.754,1.193,1.185,-0.091,0.221,0.295,0.409,0.208,-0.096,0.305,-0.03,0.284,0.457,0.688,0.647,1.082,1.063,0.881,0.355,0.496,0.577,0.137,0.489,0.111,0.42,0.745,0.302,0.249,0.446,0.534,0.136,-0.346,0.189,-0.112,-0.149,-0.539,1.676,1.804,0.966,0.332,-0.25,-0.063,-0.102,-0.04,0.375,-0.988,-1.434,-0.073,14/04@20/01/10@20/09/16
0.16,-0.03,0.22,0.21,0.49,0.55,0.2,-0.05,-0.25,-0.16,-0.19,-0.02,-0.04,-0.02,-0.11,0.04,0.13,0.98,0.54,0.77,0.53,0.6,0.23,-0.265,0.43,0.83,0.47,0.43,0.43,0.49,0.56,-0.07,0.19,-0.04,0.17,0.22,0.027,-0.14,0.47,0.22,0.09,0.29,-0.06,0.279,?,-0.31,-0.04,-0.07,0.494,0.312,0.05,0.91,01/05/02/04@01/05/02/07@02/19
0.19,0.057,0.053,0.027,0.089,0.158,0.299,0.03,-0.101,0.173,-0.141,-0.027,0.004,-0.043,0.21,0.29,0.1,0.074,-0.098,-0.19,-0.206,0.182,-0.082,-0.119,-0.022,0.019,0.23,0.218,0.64,-0.583,-0.621,-0.556,-0.984,?,-1.764,-0.048,-0.134,0.498,-0.394,-0.469,3.153,3.257,2.81,0.496,0.49,?,-0.145,0.17,0.031,-0.222,-0.702,0.24,01/05@02/07@16/21/07
-0.013,0.04,-0.311,-0.152,-0.21,-0.02,0.184,-0.271,-0.326,1.083,-0.214,-0.025,-0.343,-0.183,-0.029,0.044,0.112,-0.087,0.049,-0.082,-0.021,-0.095,0.058,0.093,-0.035,-0.342,0.347,1.246,0.426,-0.385,-0.325,-0.249,-0.133,-0.29,-0.243,-0.44,-0.401,0.094,0.516,0.321,0.225,0.437,0.139,0.157,0.127,?,-0.137,0.13,0.352,?,-0.185,-0.195,01/04@14/10@16/19/03@42/19
0.163,0.518,0.58,0.76,0.7,0.677,0.749,0.184,0.027,0.906,0.204,0.342,0.031,0.102,0.492,0.468,0.42,0.452,0.379,-0.106,0.176,0.267,-0.118,-0.26,-0.133,-0.161,0.148,-0.445,-0.027,0.522,0.382,0.592,0.346,-0.193,-0.546,-0.138,-0.116,0.487,0.004,-0.076,-0.181,-0.564,0.077,-0.41,-0.749,-0.503,0.113,0.194,0,0.042,-0.028,0.064,01/01/09/07/01@01/04
0.356,0.463,0.32,0.682,0.692,0.746,0.719,0.428,0.456,0.258,0.47,0.443,0.592,?,0.516,0.391,0.635,?,0.083,0.055,0.144,0.201,-0.247,-0.107,-0.216,-0.106,0.175,0.063,-0.488,0.522,0.371,0.36,-0.038,-0.582,-0.658,-0.39,-0.103,0.451,-0.118,0.149,-0.278,-0.167,-0.469,-0.396,-0.19,-0.124,0.763,-0.516,0.354,-0.45,-0.013,-0.128,01/01/13@01/05/25@10/03/01/01/03@10/03/01/01/09@10/03/04/05@14/07/05@14/10@14/13/01/01@16/01@16/19/03
0.262,0.855,0.568,0.917,0.644,0.699,1.092,0.228,0.109,0.086,0.552,0.295,0.324,0.27,0.585,0.403,0.401,0.559,0.61,0.408,0.27,-0.055,1.183,0.224,-0.025,0.324,0.21,0.345,0.224,0.709,0.315,-0.142,-0.091,-0.559,-0.186,-0.387,-0.257,0.498,0.069,0.498,0.516,0.534,-0.247,-0.381,0.413,0.842,0.027,0.274,-0.71,0.89,-0.376,?,11/02/03/04@18/02/01/01/01@32/01
0.11,0.092,0.816,1.03,1.751,1.212,1.314,-0.15,0.102,0.598,0.734,0.664,0.613,0.561,0.4,0.539,0.68,1.003,1.193,0.603,0.688,0.397,0.119,-0.119,0.041,-0.157,-0.688,-0.762,-0.444,1.316,0.699,0.475,-0.044,-0.125,-0.253,-0.131,0.078,0.472,-0.615,-0.595,3.181,3.899,3.157,0.04,0.081,-0.625,0.005,0.135,-0.131,-0.769,-0.792,0.088,01/05/02/07@01/20
?,-0.311,-0.221,-0.337,-0.051,-0.315,-0.225,-0.072,-0.031,-0.183,-0.043,-0.435,-0.144,-0.307,-0.615,-0.781,-0.498,-0.446,-0.276,-0.214,-0.118,1.359,0.02,0.128,0.121,0.169,0.666,-0.25,0.196,-0.464,-0.282,0.1,-0.118,-0.023,-0.102,-0.086,-0.064,0.792,0.22,0.387,-0.904,-0.68,0.241,-0.046,-0.004,-0.303,-0.099,0.131,0.459,0.292,0.266,0.006,01/04@10/03/01@12/01@14/07/03@30/01/05/01@34/11/03/07
0.082,-0.296,-0.384,-0.081,-0.422,-0.609,-0.601,0.767,0.602,0.181,0.451,0.244,0.489,0.365,0.041,-0.023,-0.131,-0.479,-0.853,-0.874,-1.07,-0.626,-0.745,-0.502,-0.29,-0.352,-0.034,?,0.001,-0.103,0.005,-0.056,-0.017,0.173,0.48,0.518,0.474,-1.043,-0.583,-0.422,-1.306,-2.423,-1.837,0.432,-0.429,0.037,0.51,-0.38,0.199,-0.074,0.47,0.172,12/01/01
0.097,0.01,0.11,0.3,0.58,0.44,0.36,0.242,0.16,0.21,0.39,0.33,0.3,0.32,0.216,0.611,0.566,-0.065,-0.292,-0.523,-0.314,-0.386,-0.663,-0.448,-0.318,-0.254,-0.2,-0.352,-0.237,-0.12,-0.238,-0.304,-0.031,-0.139,0.063,-0.179,-0.203,-0.601,-0.097,-0.188,-0.01,-0.14,-0.33,0.576,0.008,0.381,0.148,0.136,1.803,-0.245,-0.205,0.074,01/05/25@10/03/01@10/03/03@16/09@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05@43/01/03/09
0.002,-0.181,-0.073,-0.164,-0.002,-0.134,0.063,0.053,0.096,0,-0.094,-0.128,0.013,0.224,0.292,0.052,0.231,-0.153,0.213,?,0.223,-0.485,0.196,-0.037,-0.025,0.262,0.187,0.553,0.736,0.559,0.43,0.214,-0.018,0.286,0.11,0.038,-0.058,0.384,0.309,-0.251,-0.06,-0.104,-0.125,0.054,-0.351,?,-0.124,0.001,0.221,?,-0.074,?,01/06/02/01
-0.139,-0.109,-0.168,-0.116,0.038,0.062,-0.145,-0.027,-0.161,0.008,-0.079,-0.252,-0.101,-0.13,-0.269,-0.01,-0.397,-0.253,0.185,-0.411,-0.351,-0.655,-0.489,-0.515,-0.6,-0.303,-0.22,-0.584,-0.495,-0.524,-0.598,-0.554,-0.26,-0.272,-0.188,-0.483,-0.313,-0.533,-0.367,-0.165,-0.132,-0.524,-0.118,0.04,-0.462,-0.471,-0.06,0.234,-0.441,-0.435,-0.42,-0.016,01/03/16/01@11/04/03/01@38/07@43/01/03/05
-0.02,0.163,0.057,0.197,0.276,0.169,0.426,-0.36,-0.424,-0.047,-0.266,-0.287,-0.188,0.037,0.09,0.29,0.16,-0.302,-0.234,-0.346,-0.116,-0.332,-0.538,-0.119,-0.414,-0.594,0.216,-0.02,-0.129,-0.802,-1.097,-0.896,-0.732,-0.518,-0.407,-0.395,-0.326,-0.418,-0.467,-0.421,0.012,-0.6,-0.382,0.14,-0.387,0.18,0.052,0.133,-0.34,-0.385,-0.29,0.118,20/09/07@20/09/13@40/01@42/04@43/01/03/05
0.013,0.115,-0.083,0.13,0.116,0.136,0.266,-0.032,0.215,0.144,0.307,0.204,0.262,0.182,0.015,0,-0.049,-0.549,0,0.3,0.179,0.148,0.129,0.092,-0.095,-0.045,0.093,0.183,0.214,-0.406,0,-0.087,0.257,0.33,0.052,0.04,0.081,-0.659,0.363,0.085,-0.042,-0.212,-0.111,0.108,0.485,0.453,-0.173,0.091,0.219,0.071,0,?,11/04/03/01
0.217,-0.23,0.36,0.17,-0.292,-0.1,0.1,0.158,0.18,-0.03,-0.15,0.068,0.05,0.345,0.052,-0.103,0.165,0.4,0.35,0.33,-0.202,0.46,0.9,0.29,0.76,0.286,0.656,1.201,0.562,0.45,0.48,0.3,0.11,0.33,0.39,0.09,0.2,0.756,0.758,0.784,-1.05,-0.605,-0.112,0.12,0.398,0.232,-0.23,-0.07,0.713,0.898,0.24,0.368,01/04@11/04/01@16/19/03@20/01/01/01@20/01/10@20/01/13@20/03/22@20/09/07/06
0.151,0.64,0.91,0.84,0.58,1.19,1.09,-0.411,-0.33,0.1,-0.04,-0.07,-0.23,-0.05,0.239,0.052,0,0.36,0.3,0.12,-0.13,-0.31,-0.47,-0.18,0.2,0.318,-0.074,0.395,0.711,0.13,-0.19,-0.35,-0.147,-0.72,-0.84,-0.3,0.01,0.979,0.809,0.063,-1.21,-0.8,-0.44,-0.394,?,-0.737,-0.05,0.229,0.248,0.066,0.29,-0.637,14/10@16/17/09@20/01/01/01/01@34/01/01/01
-0.06,-0.233,0.08,-0.217,-0.153,-0.238,0.2,0.11,0.19,0.277,0.234,0.141,0.218,0.103,0,-0.05,0.16,0.104,0.055,0.109,0.046,0.103,0.169,-0.383,-0.448,0.409,0.024,0.808,0.37,0.368,0.121,0.011,0.127,-0.005,-0.013,-0.137,-0.014,-0.473,0.572,0.422,0.469,0.171,0.015,0.041,0.311,0.262,-0.181,0.07,0.177,-0.093,-0.048,0.208,10/03/01/03
